market,strategy,years,variant,Starting Capital,Final Equity,Total Return,Invested Return,CAGR,Volatility (ann.),sharpe,Sortino,Calmar,Probabilistic Sharpe,Deflated Sharpe,Max Drawdown,Hit Rate,Alpha (ann.),Beta,Avg Exposure,Benchmark Return,Trades,Unique Tickers,Median Trade Return,Avg Trade Return,Best Trade,Worst Trade,Profit Factor,Expectancy,Winning Trades,Losing Trades,Regime Bull Trades,Regime Bull Win Rate,Regime Bull Avg Return,Total Fees,Fee Stt,Fee Stamp Duty,Fee Exchange Txn,Fee Sebi,Fee Gst,Fee Ipft,Fees Pct Capital,Fees Pct Net Pnl,Regime Bear Trades,Regime Bear Win Rate,Regime Bear Avg Return,Regime Pullback Trades,Regime Pullback Win Rate,Regime Pullback Avg Return,Fee Commission
india,betting_against_beta,1,base,"100,000.00","105,313.02",+5.31%,+2.78%,+5.38%,+11.60%,0.51,+0.741,+0.388,+69.36%,+69.36%,-13.85,+55.00%,+5.90%,+0.487,+98.36%,-0.48%,20,15,+5.73%,+3.09%,+46.78%,-29.25%,+1.340,+3.09%,11,9,20,+55.00%,+3.09%,429.98,386.98,28.59,11.49,0.39,2.14,0.39,+0.43%,+8.09%,,,,,,,
india,betting_against_beta,2,base,"100,000.00","121,110.77",+21.11%,+5.43%,+10.16%,+13.56%,0.781,+1.146,+0.615,+86.42%,+86.42%,-16.51,+60.00%,+10.63%,+0.542,+97.60%,+0.09%,40,25,+4.71%,+6.31%,+57.28%,-32.94%,+1.865,+6.31%,24,16,20,+25.00%,-9.48%,887.38,799.32,58.30,23.74,0.80,4.42,0.80,+0.89%,+4.20%,10,+100.00%,+19.01%,10,+90.00%,+25.21%,
india,betting_against_beta,3,base,"100,000.00","140,426.09",+40.43%,+6.74%,+12.24%,+12.18%,1.009,+1.435,+0.794,+95.51%,+95.51%,-15.42,+56.67%,+8.58%,+0.474,+99.04%,+25.39%,60,38,+5.16%,+6.74%,+85.86%,-69.28%,+1.970,+6.74%,34,26,40,+40.00%,+0.90%,"1,376.45","1,240.38",89.89,36.84,1.24,6.85,1.24,+1.38%,+3.40%,20,+90.00%,+18.40%,,,,
india,betting_against_beta,5,base,"100,000.00","137,015.12",+37.02%,+3.85%,+6.63%,+12.04%,0.593,+0.852,+0.302,+90.49%,+90.49%,-21.92,+51.00%,+3.14%,+0.457,+99.68%,+47.44%,100,52,+0.22%,+3.75%,+60.18%,-41.11%,+1.571,+3.75%,51,46,70,+47.14%,+2.57%,"2,174.67","1,957.89",143.90,58.15,1.96,10.82,1.96,+2.17%,+5.88%,20,+75.00%,+11.99%,10,+30.00%,-4.50%,
india,conservative_investment,1,base,"100,000.00","107,969.01",+7.97%,+8.85%,+8.07%,+11.26%,0.746,+1.027,+1.279,+76.59%,+76.59%,-6.31,+66.67%,+8.59%,+0.418,+40.16%,-0.48%,9,8,+8.14%,+8.85%,+39.95%,-27.51%,+3.518,+8.85%,6,3,7,+57.14%,+8.20%,208.45,187.96,13.48,5.58,0.19,1.04,0.19,+0.21%,+2.62%,2,+100.00%,+11.15%,,,,
india,conservative_investment,2,base,"100,000.00","108,552.17",+8.55%,+3.44%,+4.23%,+16.75%,0.331,+0.462,+0.193,+67.89%,+67.89%,-21.88,+53.85%,+5.15%,+0.576,+63.26%,+0.09%,26,20,+0.66%,+3.82%,+72.69%,-34.68%,+1.442,+3.82%,14,12,18,+44.44%,-2.42%,561.52,505.48,37.23,15.01,0.51,2.79,0.51,+0.56%,+6.57%,3,+66.67%,+2.09%,5,+80.00%,+27.35%,
india,conservative_investment,3,base,"100,000.00","161,825.90",+61.83%,+14.05%,+17.79%,+16.08%,1.099,+1.492,+0.927,+96.41%,+96.41%,-19.18,+68.18%,+13.40%,+0.595,+73.44%,+25.39%,44,28,+12.77%,+14.05%,+103.37%,-74.40%,+3.174,+14.05%,30,14,36,+66.67%,+13.02%,"1,042.81",941.83,65.92,27.97,0.94,5.20,0.94,+1.04%,+1.69%,2,+100.00%,+11.15%,6,+66.67%,+21.18%,
india,conservative_investment,5,base,"100,000.00","247,717.48",+147.72%,+19.70%,+20.30%,+12.50%,1.541,+2.165,+1.530,+99.94%,+99.94%,-13.26,+70.67%,+16.27%,+0.473,+75.82%,+47.44%,75,43,+13.50%,+19.70%,+186.09%,-71.52%,+5.183,+19.70%,53,22,56,+66.07%,+17.12%,"1,821.47","1,647.76",112.37,48.94,1.65,9.11,1.65,+1.82%,+1.23%,3,+100.00%,+8.27%,16,+81.25%,+30.84%,
india,downside_risk,1,base,"100,000.00","105,421.58",+5.42%,+2.77%,+5.49%,+14.83%,0.434,+0.636,+0.346,+66.69%,+66.69%,-15.85,+55.00%,+6.33%,+0.812,+98.32%,-0.48%,20,16,+1.37%,+2.88%,+31.47%,-29.25%,+1.470,+2.88%,11,9,20,+55.00%,+2.88%,440.95,396.86,29.32,11.79,0.40,2.19,0.40,+0.44%,+8.13%,,,,,,,
india,downside_risk,2,base,"100,000.00","117,336.33",+17.34%,+4.39%,+8.41%,+14.56%,0.628,+0.907,+0.563,+81.09%,+81.09%,-14.94,+62.50%,+8.88%,+0.683,+97.58%,+0.09%,40,32,+6.69%,+4.44%,+41.10%,-32.94%,+1.806,+4.44%,25,15,20,+35.00%,-5.75%,896.34,807.13,59.17,23.97,0.81,4.46,0.81,+0.90%,+5.17%,10,+90.00%,+17.57%,10,+90.00%,+11.67%,
india,downside_risk,3,base,"100,000.00","140,279.46",+40.28%,+6.71%,+12.20%,+13.15%,0.942,+1.373,+1.007,+94.46%,+94.46%,-12.11,+53.33%,+7.32%,+0.621,+99.03%,+25.39%,60,49,+3.20%,+6.71%,+117.88%,-36.33%,+1.944,+6.71%,32,28,40,+42.50%,+3.52%,"1,376.29","1,240.23",89.89,36.83,1.24,6.85,1.24,+1.38%,+3.42%,20,+75.00%,+13.09%,,,,
india,downside_risk,5,base,"100,000.00","162,481.71",+62.48%,+6.25%,+10.39%,+11.61%,0.91,+1.300,+0.592,+97.64%,+97.64%,-17.57,+58.00%,+6.48%,+0.484,+99.65%,+47.44%,100,67,+4.89%,+6.25%,+85.91%,-43.38%,+1.925,+6.25%,58,42,70,+58.57%,+7.97%,"2,289.00","2,062.40",149.82,61.25,2.06,11.40,2.06,+2.29%,+3.66%,20,+70.00%,+6.73%,10,+30.00%,-6.75%,
india,earnings_momentum,1,base,"100,000.00","109,844.27",+9.84%,+5.08%,+9.97%,+17.80%,0.623,+0.916,+0.680,+73.17%,+73.17%,-14.66,+60.00%,+11.35%,+0.892,+95.40%,-0.48%,20,20,+5.75%,+4.99%,+62.19%,-35.44%,+1.767,+4.99%,12,8,17,+58.82%,+5.31%,440.94,397.14,29.01,11.80,0.40,2.19,0.40,+0.44%,+4.48%,2,+100.00%,+7.77%,1,+0.00%,-6.12%,
india,earnings_momentum,2,base,"100,000.00","95,299.77",-4.70%,-1.36%,-2.40%,+20.22%,-0.019,-0.026,-0.073,+48.94%,+48.94%,-32.79,+50.00%,-1.20%,+0.911,+96.10%,+0.09%,40,30,+0.07%,+3.01%,+79.86%,-48.57%,+0.867,+3.01%,20,19,20,+20.00%,-13.38%,765.69,688.17,51.91,20.44,0.69,3.80,0.69,+0.77%,-16.29%,14,+78.57%,+18.12%,6,+83.33%,+22.41%,
india,earnings_momentum,3,base,"100,000.00","204,824.12",+104.82%,+17.47%,+27.61%,+13.35%,1.894,+2.862,+1.535,+99.93%,+99.93%,-17.99,+65.00%,+22.14%,+0.616,+98.27%,+25.39%,60,42,+9.47%,+17.47%,+157.04%,-48.20%,+4.115,+17.47%,39,21,40,+57.50%,+15.68%,"1,443.31","1,304.84",89.89,38.75,1.30,7.21,1.30,+1.44%,+1.38%,20,+80.00%,+21.05%,,,,
india,earnings_momentum,5,base,"100,000.00","252,350.25",+152.35%,+15.24%,+20.75%,+15.59%,1.288,+1.832,+0.963,+99.74%,+99.74%,-21.55,+62.00%,+14.74%,+0.714,+99.35%,+47.44%,100,66,+6.07%,+15.24%,+174.00%,-59.54%,+3.430,+15.24%,62,38,67,+62.69%,+17.70%,"2,382.31","2,152.36",149.82,63.93,2.15,11.89,2.15,+2.38%,+1.56%,19,+68.42%,+17.34%,14,+50.00%,+0.60%,
india,fcf_yield_value,1,base,"100,000.00","107,996.92",+8.00%,+7.27%,+8.10%,+17.43%,0.534,+0.755,+0.568,+70.05%,+70.05%,-14.26,+54.55%,+9.44%,+0.772,+54.36%,-0.48%,11,11,+0.09%,+7.27%,+37.44%,-17.36%,+2.731,+7.27%,6,5,10,+60.00%,+8.74%,252.96,227.99,16.48,6.77,0.23,1.26,0.23,+0.25%,+3.16%,1,+0.00%,-7.43%,,,,
india,fcf_yield_value,2,base,"100,000.00","114,344.38",+14.34%,+9.56%,+7.00%,+12.64%,0.599,+0.854,+0.517,+79.78%,+79.78%,-13.54,+66.67%,+7.38%,+0.495,+37.34%,+0.09%,15,15,+5.07%,+9.56%,+37.44%,-17.36%,+4.106,+9.56%,10,5,12,+66.67%,+10.24%,348.51,314.34,22.47,9.34,0.31,1.74,0.31,+0.35%,+2.43%,3,+66.67%,+6.84%,,,,
india,fcf_yield_value,3,base,"100,000.00","175,938.95",+75.94%,+29.21%,+21.18%,+12.37%,1.615,+2.475,+1.539,+99.66%,+99.66%,-13.77,+76.92%,+17.95%,+0.405,+43.99%,+25.39%,26,22,+24.78%,+29.21%,+117.80%,-17.85%,+12.857,+29.21%,20,6,23,+78.26%,+32.12%,657.12,595.98,38.95,17.70,0.60,3.29,0.60,+0.66%,+0.87%,3,+66.67%,+6.84%,,,,
india,fcf_yield_value,5,base,"100,000.00","212,878.18",+112.88%,+23.52%,+16.64%,+9.96%,1.595,+2.407,+1.641,+99.97%,+99.97%,-10.14,+83.33%,+14.26%,+0.289,+48.93%,+47.44%,48,32,+22.24%,+23.52%,+99.07%,-20.71%,+15.789,+23.52%,40,8,27,+74.07%,+25.12%,"1,184.78","1,072.92",71.91,31.87,1.07,5.93,1.07,+1.18%,+1.05%,3,+66.67%,+6.84%,18,+100.00%,+23.89%,
india,gross_profitability,1,base,"100,000.00","99,908.21",-0.09%,-0.13%,-0.09%,+7.11%,0.022,+0.031,-0.008,+50.89%,+50.89%,-11.29,+42.86%,+0.03%,+0.345,+31.12%,-0.48%,7,5,-13.73%,-0.13%,+43.21%,-14.46%,+0.984,-0.13%,3,4,4,+0.00%,-14.16%,155.59,139.90,10.49,4.15,0.14,0.77,0.14,+0.16%,-169.52%,3,+100.00%,+18.57%,,,,
india,gross_profitability,2,base,"100,000.00","98,531.30",-1.47%,-1.13%,-0.74%,+6.79%,-0.076,-0.106,-0.062,+45.74%,+45.74%,-12.02,+53.85%,-0.82%,+0.339,+30.80%,+0.09%,13,7,+0.06%,-1.13%,+43.21%,-36.40%,+0.865,-1.13%,7,6,8,+25.00%,-11.93%,287.61,258.51,19.48,7.68,0.26,1.43,0.26,+0.29%,-19.58%,5,+100.00%,+16.16%,,,,
india,gross_profitability,3,base,"100,000.00","116,316.91",+16.32%,+8.16%,+5.27%,+6.34%,0.843,+1.236,+0.446,+92.54%,+92.54%,-11.83,+65.00%,+2.77%,+0.305,+32.74%,+25.39%,20,8,+4.68%,+8.16%,+60.86%,-36.40%,+2.484,+8.16%,13,7,15,+53.33%,+5.49%,461.77,416.30,29.96,12.36,0.42,2.30,0.42,+0.46%,+2.83%,5,+100.00%,+16.16%,,,,
india,gross_profitability,5,base,"100,000.00","136,183.15",+36.18%,+7.54%,+6.49%,+8.46%,0.786,+1.148,+0.360,+95.84%,+95.84%,-18.04,+54.17%,+3.48%,+0.364,+48.34%,+47.44%,48,19,+1.48%,+7.54%,+103.61%,-40.65%,+2.178,+7.54%,26,22,31,+51.61%,+4.09%,"1,105.12",996.12,71.91,29.58,1.00,5.50,1.00,+1.11%,+3.05%,7,+85.71%,+20.56%,10,+40.00%,+9.12%,
india,gw52_proximity,1,base,"100,000.00","112,183.13",+12.18%,+6.09%,+12.34%,+17.31%,0.759,+1.048,+0.833,+77.19%,+77.19%,-14.81,+45.00%,+13.62%,+0.981,+98.80%,-0.48%,20,20,-1.81%,+6.09%,+72.01%,-17.47%,+2.273,+6.09%,9,11,20,+45.00%,+6.09%,457.47,412.17,29.96,12.24,0.41,2.28,0.41,+0.46%,+3.75%,,,,,,,
india,gw52_proximity,2,base,"100,000.00","102,637.15",+2.64%,+0.74%,+1.32%,+17.91%,0.163,+0.225,+0.063,+59.06%,+59.06%,-21.03,+50.00%,+2.18%,+0.839,+97.80%,+0.09%,40,39,+0.89%,+0.35%,+39.51%,-47.21%,+1.104,+0.35%,20,18,20,+35.00%,-8.07%,797.48,717.24,53.54,21.30,0.72,3.96,0.72,+0.80%,+30.24%,10,+60.00%,+3.48%,10,+70.00%,+14.05%,
india,gw52_proximity,3,base,"100,000.00","165,132.97",+65.13%,+10.86%,+18.60%,+16.80%,1.1,+1.523,+1.000,+96.57%,+96.57%,-18.59,+58.33%,+12.55%,+0.777,+99.19%,+25.39%,60,59,+2.89%,+10.86%,+169.30%,-46.90%,+2.735,+10.86%,35,25,40,+50.00%,+11.26%,"1,402.10","1,265.11",89.89,37.57,1.27,6.99,1.27,+1.40%,+2.15%,20,+75.00%,+10.05%,,,,
india,gw52_proximity,5,base,"100,000.00","220,677.34",+120.68%,+12.10%,+17.50%,+15.52%,1.117,+1.594,+0.876,+99.25%,+99.25%,-19.98,+60.00%,+11.92%,+0.685,+99.76%,+47.44%,100,87,+4.60%,+12.19%,+207.84%,-81.96%,+3.005,+12.19%,60,40,60,+56.67%,+10.67%,"2,343.20","2,115.06",149.40,62.82,2.12,11.69,2.12,+2.34%,+1.94%,20,+65.00%,+8.59%,20,+65.00%,+20.36%,
india,hs_same_month,1,base,"100,000.00","94,238.51",-5.76%,-0.60%,-5.83%,+20.74%,-0.186,-0.264,-0.180,+42.69%,+42.69%,-32.39,+41.82%,-4.15%,+1.025,+89.52%,-0.48%,110,92,-0.77%,-0.68%,+38.10%,-40.99%,+0.875,-0.68%,46,58,50,+32.00%,-4.94%,"2,144.79","1,928.13",144.88,57.27,1.93,10.65,1.93,+2.14%,-37.23%,50,+58.00%,+4.95%,10,+10.00%,-7.47%,
india,hs_same_month,2,base,"100,000.00","79,510.67",-20.49%,-1.18%,-10.93%,+25.02%,-0.338,-0.467,-0.227,+31.75%,+31.75%,-48.07,+36.82%,-8.96%,+1.031,+93.16%,+0.09%,220,154,-0.77%,-1.32%,+39.04%,-40.99%,+0.788,-1.32%,81,116,110,+31.82%,-3.15%,"3,828.46","3,441.04",259.33,102.20,3.44,19.02,3.44,+3.83%,-18.69%,80,+50.00%,+2.60%,30,+20.00%,-5.05%,
india,hs_same_month,3,base,"100,000.00","196,898.40",+96.90%,+2.94%,+25.91%,+17.19%,1.427,+2.102,+1.181,+99.12%,+99.12%,-21.95,+48.48%,+19.93%,+0.741,+96.08%,+25.39%,330,178,-0.41%,+2.94%,+86.37%,-31.17%,+1.698,+2.94%,160,170,230,+45.22%,+1.86%,"7,440.21","6,696.51",494.41,198.89,6.70,37.00,6.70,+7.44%,+7.68%,90,+61.11%,+7.42%,10,+10.00%,-12.64%,
india,hs_same_month,5,base,"100,000.00","220,316.91",+120.32%,+1.79%,+17.46%,+18.36%,0.969,+1.381,+0.524,+98.34%,+98.34%,-33.32,+52.68%,+11.76%,+0.752,+97.88%,+47.44%,560,240,+0.44%,+1.78%,+105.17%,-71.10%,+1.441,+1.78%,295,265,370,+49.73%,+1.04%,"12,527.23","11,270.79",836.87,334.74,11.27,62.28,11.27,+12.53%,+12.53%,110,+56.36%,+2.68%,80,+61.25%,+3.96%,
india,hurst_trend_quality,1,base,"100,000.00","147,890.11",+47.89%,+12.33%,+48.59%,+22.26%,1.891,+2.886,+4.510,+96.91%,+96.91%,-10.77,+53.85%,+51.22%,+1.102,+98.76%,-0.21%,39,33,+3.94%,+12.26%,+99.40%,-20.87%,+4.632,+12.26%,21,18,28,+46.43%,+4.06%,913.92,824.99,58.21,24.50,0.82,4.56,0.82,+0.91%,+1.91%,7,+71.43%,+18.86%,4,+75.00%,+58.14%,
india,hurst_trend_quality,1,invvol2,"100,000.00","136,523.05",+36.52%,+11.63%,+37.04%,+17.27%,1.912,+2.906,+4.127,+97.02%,+97.02%,-8.97,+53.85%,+38.32%,+0.852,+98.76%,-0.21%,39,33,+3.94%,+12.26%,+99.40%,-20.87%,+4.609,+12.26%,21,18,28,+46.43%,+4.06%,736.19,664.42,47.04,19.73,0.66,3.67,0.66,+0.74%,+2.02%,7,+71.43%,+18.86%,4,+75.00%,+58.14%,
india,hurst_trend_quality,1,base,"100,000.00","147,297.96",+47.30%,+12.17%,+47.99%,+22.24%,1.875,+2.858,+4.454,+96.79%,+96.79%,-10.77,+53.85%,+51.06%,+1.099,+98.76%,-0.48%,39,33,+3.94%,+12.11%,+98.97%,-20.87%,+4.591,+12.11%,21,18,28,+46.43%,+4.06%,913.30,824.40,58.21,24.48,0.82,4.56,0.82,+0.91%,+1.93%,7,+71.43%,+18.67%,4,+75.00%,+56.99%,
india,hurst_trend_quality,2,base,"100,000.00","145,637.25",+45.64%,+7.24%,+20.91%,+26.83%,0.842,+1.228,+0.679,+88.15%,+88.15%,-30.79,+53.85%,+23.77%,+1.202,+97.78%,+0.37%,65,52,+2.42%,+7.20%,+98.97%,-46.30%,+2.149,+7.20%,35,30,39,+46.15%,-0.76%,"1,449.75","1,306.64",94.47,38.81,1.31,7.22,1.31,+1.45%,+3.18%,18,+72.22%,+22.53%,8,+50.00%,+11.49%,
india,hurst_trend_quality,2,invvol2,"100,000.00","134,877.59",+34.88%,+7.18%,+16.31%,+19.75%,0.864,+1.252,+0.705,+88.70%,+88.70%,-23.12,+53.85%,+17.50%,+0.892,+97.78%,+0.37%,65,52,+2.42%,+7.20%,+98.97%,-46.30%,+2.199,+7.20%,35,30,39,+46.15%,-0.76%,"1,116.46","1,006.23",72.77,29.89,1.01,5.56,1.01,+1.12%,+3.20%,18,+72.22%,+22.53%,8,+50.00%,+11.49%,
india,hurst_trend_quality,2,base,"100,000.00","145,073.75",+45.07%,+7.15%,+20.67%,+26.82%,0.835,+1.218,+0.671,+87.95%,+87.95%,-30.79,+53.85%,+23.73%,+1.201,+97.78%,+0.09%,65,52,+2.42%,+7.11%,+98.97%,-46.30%,+2.135,+7.11%,35,30,39,+46.15%,-0.76%,"1,449.17","1,306.08",94.47,38.79,1.31,7.22,1.31,+1.45%,+3.22%,18,+72.22%,+22.24%,8,+50.00%,+11.44%,
india,hurst_trend_quality,3,base,"100,000.00","257,721.24",+157.72%,+16.08%,+37.98%,+17.09%,1.971,+2.903,+2.532,+99.94%,+99.94%,-15.0,+61.96%,+32.44%,+0.643,+99.18%,+25.73%,92,62,+6.72%,+16.08%,+199.71%,-42.15%,+4.292,+16.08%,57,35,65,+63.08%,+16.73%,"2,199.83","1,987.99",137.84,59.04,1.99,10.99,1.99,+2.20%,+1.49%,18,+61.11%,+16.76%,9,+55.56%,+10.09%,
india,hurst_trend_quality,3,invvol2,"100,000.00","208,481.16",+108.48%,+14.81%,+28.38%,+13.33%,1.942,+2.866,+2.194,+99.94%,+99.94%,-12.94,+61.96%,+23.93%,+0.510,+99.18%,+25.73%,92,62,+6.72%,+16.08%,+199.71%,-42.15%,+4.215,+16.08%,57,35,65,+63.08%,+16.73%,"1,615.94","1,459.79",101.81,43.36,1.46,8.07,1.46,+1.62%,+1.61%,18,+61.11%,+16.76%,9,+55.56%,+10.09%,
india,hurst_trend_quality,3,base,"100,000.00","257,137.54",+157.14%,+16.02%,+37.88%,+17.07%,1.969,+2.896,+2.525,+99.94%,+99.94%,-15.0,+61.96%,+32.44%,+0.641,+99.18%,+25.39%,92,62,+6.68%,+16.02%,+199.71%,-42.15%,+4.280,+16.02%,57,35,65,+63.08%,+16.73%,"2,199.23","1,987.42",137.84,59.03,1.99,10.98,1.99,+2.20%,+1.49%,18,+61.11%,+16.45%,9,+55.56%,+10.09%,
india,hurst_trend_quality,5,base,"100,000.00","348,678.15",+248.68%,+16.15%,+28.97%,+14.61%,1.816,+2.729,+0.920,+100.00%,+100.00%,-31.5,+60.14%,+24.31%,+0.533,+99.76%,+47.84%,148,93,+4.99%,+16.14%,+301.09%,-46.65%,+3.700,+16.14%,89,59,101,+60.40%,+16.86%,"3,537.77","3,197.16",221.60,94.96,3.20,17.67,3.20,+3.54%,+1.48%,20,+60.00%,+17.47%,27,+59.26%,+12.49%,
india,hurst_trend_quality,5,invvol2,"100,000.00","275,743.17",+175.74%,+15.54%,+22.95%,+11.48%,1.858,+2.782,+1.014,+100.00%,+100.00%,-22.64,+60.14%,+19.13%,+0.428,+99.76%,+47.84%,148,93,+4.99%,+16.14%,+301.09%,-46.65%,+3.826,+16.14%,89,59,101,+60.40%,+16.86%,"2,577.90","2,329.28",161.91,69.18,2.33,12.87,2.33,+2.58%,+1.54%,20,+60.00%,+17.47%,27,+59.26%,+12.49%,
india,hurst_trend_quality,5,base,"100,000.00","348,094.79",+248.09%,+16.11%,+28.93%,+14.60%,1.814,+2.726,+0.918,+100.00%,+100.00%,-31.5,+60.14%,+24.32%,+0.532,+99.76%,+47.44%,148,93,+4.99%,+16.10%,+301.09%,-46.65%,+3.694,+16.10%,89,59,101,+60.40%,+16.86%,"3,537.18","3,196.58",221.60,94.94,3.20,17.66,3.20,+3.54%,+1.48%,20,+60.00%,+17.20%,27,+59.26%,+12.48%,
india,kama_trend,1,base,"100,000.00","87,561.88",-12.44%,-0.48%,-12.58%,+16.64%,-0.724,-0.950,-0.600,+23.46%,+23.46%,-20.98,+28.81%,-11.61%,+0.756,+99.60%,-0.48%,302,219,-1.75%,-0.49%,+43.45%,-19.98%,+0.804,-0.49%,87,212,165,+27.88%,-0.71%,"5,809.89","5,223.22",392.24,155.13,5.22,28.86,5.22,+5.81%,-46.71%,112,+31.25%,-0.29%,25,+24.00%,+0.05%,
india,kama_trend,2,base,"100,000.00","75,375.46",-24.62%,-0.50%,-13.30%,+17.79%,-0.713,-0.923,-0.360,+15.56%,+15.56%,-37.0,+29.74%,-12.46%,+0.687,+99.76%,+0.09%,622,338,-1.65%,-0.46%,+43.45%,-27.18%,+0.806,-0.46%,185,414,328,+29.88%,-0.39%,"11,029.21","9,915.42",744.68,294.49,9.92,54.79,9.92,+11.03%,-44.79%,200,+31.00%,-0.45%,94,+26.60%,-0.75%,
india,kama_trend,3,base,"100,000.00","90,402.77",-9.60%,-0.11%,-3.37%,+17.51%,-0.108,-0.144,-0.085,+42.64%,+42.64%,-39.55,+32.36%,-7.77%,+0.723,+99.81%,+25.39%,921,395,-1.74%,-0.14%,+53.30%,-27.18%,+0.957,-0.14%,298,619,627,+33.33%,+0.06%,"19,342.35","17,391.32","1,303.62",516.52,17.39,96.10,17.39,+19.34%,-201.54%,200,+32.00%,-0.47%,94,+26.60%,-0.84%,
india,kama_trend,5,base,"100,000.00","82,475.00",-17.53%,-0.13%,-3.85%,+18.48%,-0.12,-0.159,-0.088,+39.54%,+39.54%,-43.55,+32.54%,-8.08%,+0.701,+99.67%,+47.44%,1518,449,-1.70%,-0.06%,+110.96%,-27.18%,+0.952,-0.06%,494,"1,001","1,038",+32.76%,-0.14%,"30,720.24","27,621.39","2,070.61",820.36,27.62,152.64,27.62,+30.72%,-175.29%,264,+30.68%,-0.20%,216,+33.80%,+0.48%,
india,low_idio_vol,1,base,"100,000.00","98,816.00",-1.18%,-0.59%,-1.20%,+14.83%,-0.007,-0.010,-0.071,+49.72%,+49.72%,-16.87,+40.00%,-0.50%,+1.061,+98.40%,-0.48%,20,16,-5.36%,-0.59%,+45.09%,-18.89%,+0.908,-0.59%,8,12,20,+40.00%,-0.59%,443.59,398.79,29.96,11.84,0.40,2.20,0.40,+0.44%,-37.47%,,,,,,,
india,low_idio_vol,2,base,"100,000.00","106,098.88",+6.10%,+1.56%,+3.03%,+13.02%,0.295,+0.422,+0.192,+66.08%,+66.08%,-15.84,+52.50%,+3.06%,+0.898,+97.60%,+0.09%,40,21,+2.49%,+1.59%,+41.50%,-29.35%,+1.277,+1.59%,21,19,20,+30.00%,-4.66%,878.20,790.06,58.73,23.46,0.79,4.37,0.79,+0.88%,+14.40%,10,+90.00%,+13.69%,10,+60.00%,+1.99%,
india,low_idio_vol,3,base,"100,000.00","128,790.91",+28.79%,+4.80%,+8.99%,+11.01%,0.837,+1.216,+0.725,+92.40%,+92.40%,-12.4,+60.00%,+2.87%,+0.744,+99.06%,+25.39%,60,27,+4.53%,+4.80%,+50.75%,-30.57%,+2.139,+4.80%,36,24,40,+55.00%,+2.36%,"1,364.37","1,228.73",89.89,36.49,1.23,6.79,1.23,+1.36%,+4.74%,20,+70.00%,+9.68%,,,,
india,low_idio_vol,5,base,"100,000.00","145,175.36",+45.18%,+4.58%,+7.89%,+10.87%,0.753,+1.087,+0.430,+95.17%,+95.17%,-18.33,+63.00%,+2.40%,+0.656,+99.68%,+47.44%,100,42,+3.75%,+4.63%,+40.64%,-29.88%,+2.313,+4.63%,63,37,70,+57.14%,+3.42%,"2,243.04","2,019.91",147.94,59.99,2.02,11.16,2.02,+2.24%,+4.97%,20,+80.00%,+6.70%,10,+70.00%,+9.01%,
india,lt_reversal_path,1,base,"100,000.00","100,000.00",+0.00%,+0.00%,+0.00%,+0.00%,0.0,+0.000,+0.000,+50.00%,+50.00%,0.0,+0.00%,+0.00%,+0.000,+0.00%,-0.48%,0,0,+0.00%,+0.00%,+0.00%,+0.00%,+0.000,+0.00%,0,0,,,,0.00,,,,,,,+0.00%,+0.00%,,,,,,,
india,lt_reversal_path,2,base,"100,000.00","100,000.00",+0.00%,+0.00%,+0.00%,+0.00%,0.0,+0.000,+0.000,+50.00%,+50.00%,0.0,+0.00%,+0.00%,+0.000,+0.00%,+0.09%,0,0,+0.00%,+0.00%,+0.00%,+0.00%,+0.000,+0.00%,0,0,,,,0.00,,,,,,,+0.00%,+0.00%,,,,,,,
india,lt_reversal_path,3,base,"100,000.00","95,506.60",-4.49%,-2.43%,-1.55%,+13.24%,-0.052,-0.074,-0.057,+46.45%,+46.45%,-27.26,+55.00%,-3.90%,+0.384,+31.13%,+25.39%,20,14,+1.35%,-1.67%,+34.84%,-35.27%,+0.760,-1.67%,11,9,10,+20.00%,-15.13%,406.51,365.22,27.70,10.85,0.37,2.02,0.37,+0.41%,-9.05%,,,,10,+90.00%,+11.79%,
india,lt_reversal_path,5,base,"100,000.00","162,510.86",+62.51%,+10.42%,+10.40%,+12.88%,0.833,+1.204,+0.651,+96.63%,+96.63%,-15.97,+61.67%,+7.16%,+0.430,+58.96%,+47.44%,60,34,+6.78%,+10.42%,+134.65%,-39.05%,+2.271,+10.42%,37,23,40,+47.50%,+5.78%,"1,399.38","1,262.49",89.89,37.50,1.26,6.98,1.26,+1.40%,+2.24%,20,+90.00%,+19.69%,,,,
india,ma_timing_200,1,base,"100,000.00","116,033.61",+16.03%,+2.96%,+16.24%,+25.69%,0.715,+1.017,+1.143,+75.96%,+75.96%,-14.21,+37.93%,+19.64%,+1.121,+99.56%,-0.48%,29,28,-6.45%,+3.36%,+92.83%,-58.60%,+1.309,+3.36%,11,18,20,+25.00%,+2.30%,576.93,519.27,38.33,15.42,0.52,2.87,0.52,+0.58%,+7.61%,9,+66.67%,+5.73%,,,,
india,ma_timing_200,1,trail15,"100,000.00","93,394.18",-6.61%,-0.91%,-6.68%,+25.18%,-0.147,-0.193,-0.269,+44.16%,+44.16%,-24.8,+38.55%,-4.33%,+1.091,+99.56%,-0.21%,83,43,-4.22%,-0.55%,+61.58%,-57.40%,+0.849,-0.55%,32,51,44,+38.64%,-2.61%,"1,615.42","1,452.08",109.28,43.13,1.45,8.02,1.45,+1.62%,-24.45%,30,+46.67%,+6.01%,9,+11.11%,-12.36%,
