market,strategy,regime,sizing,sl,tp,trail,cagr,sharpe,sortino,calmar,max_drawdown,total_return,trades,exposure,benchmark_return
india,golden_cross_50_200,none,equal_slot,0.15,none,none,13.171715417729724,0.745710100976721,1.0507965714133438,0.5347286055965633,-24.632524386898776,44.23851423122167,58.0,97.91164658634537,25.83157315193818
india,golden_cross_50_200,none,equal_slot,0.15,none,0.15,8.82605351522141,0.6512350045986235,0.882382924175763,0.5877698754321949,-15.016171947790784,28.452034251984927,127.0,93.15930388219546,25.83157315193818
india,golden_cross_50_200,none,equal_slot,0.15,none,0.25,12.849135744475436,0.7958747751059759,1.1209668303562637,0.5185746517450547,-24.777793710581168,43.02483280593916,68.0,97.51004016064257,25.83157315193818
india,golden_cross_50_200,none,equal_slot,0.15,0.25,none,9.244087161718584,0.7553501915791058,1.0430535537400012,0.5729267637642669,-16.13484959400867,29.91822920255236,111.0,95.62248995983936,25.83157315193818
india,golden_cross_50_200,none,equal_slot,0.15,0.25,0.15,18.886269523067046,1.5031849302204388,2.1261757547505042,2.5082357236454262,-7.529702788706824,66.8836087700088,161.0,92.3962516733601,25.83157315193818
india,golden_cross_50_200,none,equal_slot,0.15,0.25,0.25,6.752398878360033,0.5628897937774142,0.7726228999422404,0.3229497002364599,-20.9085157020304,21.340793908878865,117.0,95.32797858099062,25.83157315193818
india,golden_cross_50_200,none,equal_slot,0.25,none,none,17.449376500006863,0.9300997017961855,1.322725445108331,0.7479443701311643,-23.3297785194196,60.98310251378094,49.0,98.27309236947791,25.83157315193818
india,golden_cross_50_200,none,equal_slot,0.25,none,0.15,9.293918335653606,0.6882118130416032,0.9381767145518527,0.6455874709363567,-14.396063669224798,30.093740757274002,127.0,93.15930388219546,25.83157315193818
india,golden_cross_50_200,none,equal_slot,0.25,none,0.25,18.096521660258436,1.0870946888631103,1.5539895468224465,0.9942115383909053,-18.201882558662504,63.6231567878907,58.0,97.85809906291834,25.83157315193818
india,golden_cross_50_200,none,equal_slot,0.25,0.25,none,13.871750464314792,1.0718066631103234,1.5091842904109494,1.0245486937090766,-13.53937645862024,46.89575993971478,102.0,96.7871485943775,25.83157315193818
india,golden_cross_50_200,none,equal_slot,0.25,0.25,0.15,19.425267285470294,1.563801797257954,2.2318388699281186,2.6141863922097266,-7.430712417200845,69.13336596776578,161.0,92.3962516733601,25.83157315193818
india,golden_cross_50_200,none,equal_slot,0.25,0.25,0.25,14.268624580011103,1.105991642039154,1.5685056621722446,1.2776619378808194,-11.167762110592108,48.41654223767586,101.0,97.13520749665328,25.83157315193818
india,golden_cross_50_200,none,atr_risk,0.08,0.25,0.15,20.840198383164132,1.6078382836022906,2.4604378304891776,2.44832011037282,-8.512039865567528,75.13459017644041,191.0,90.0,25.83157315193818
india,golden_cross_50_200,bull,equal_slot,none,none,none,6.478618562743921,0.43317386357758253,0.6054810536540373,0.2182942399449503,-29.678376142117656,20.42187430926179,41.0,82.38286479250334,25.83157315193818
india,golden_cross_50_200,bull,equal_slot,none,none,0.15,6.985163410816653,0.6193238283407643,0.865930161561467,0.4831198018865159,-14.45844981625791,22.125689863636076,90.0,72.71753681392235,25.83157315193818
