market,strategy,years,hold,variant,Starting Capital,Final Equity,Total Return,Invested Return,CAGR,Volatility (ann.),Sharpe,Sortino,Calmar,Probabilistic Sharpe,Deflated Sharpe,Max Drawdown,Hit Rate,Alpha (ann.),Beta,Avg Exposure,Benchmark Return,Trades,Unique Tickers,Median Trade Return,Avg Trade Return,Best Trade,Worst Trade,Profit Factor,Expectancy,Winning Trades,Losing Trades,Regime Bull Trades,Regime Bull Win Rate,Regime Bull Avg Return,Regime Bear Trades,Regime Bear Win Rate,Regime Bear Avg Return,Total Fees,Fee Stt,Fee Stamp Duty,Fee Exchange Txn,Fee Sebi,Fee Gst,Fee Ipft,Fees Pct Capital,Fees Pct Net Pnl,Regime Pullback Trades,Regime Pullback Win Rate,Regime Pullback Avg Return,Fee Commission,sharpe
india,keltner_squeeze_breakout,5,250,base,"100,000.00","137,847.28",+37.85%,+0.57%,+6.76%,+18.06%,+0.453,+0.624,+0.155,+84.05%,+84.05%,-43.65%,+33.01%,+2.19%,+0.683,+97.34%,+46.94%,727,341,-2.93%,+0.56%,+286.69%,-19.52%,+1.152,+0.56%,240,473,460,+35.22%,+1.28%,163,+31.29%,-0.46%,"14,791.01","13,302.12",993.71,395.07,13.30,73.51,13.30,+14.79%,+39.08%,104,+25.96%,-1.07%,,0.453
india,momentum_quality_pe60,2,63,base,"100,000.00","120,842.13",+20.84%,+5.34%,+10.03%,+11.64%,+0.880,+1.213,+1.001,+88.24%,+88.24%,-10.02%,+69.23%,+10.44%,+0.417,+47.08%,-0.24%,39,26,+5.12%,+5.34%,+62.29%,-58.96%,+2.253,+5.34%,27,12,18,+50.00%,-0.51%,21,+85.71%,+10.36%,889.05,800.81,58.43,23.78,0.80,4.43,0.80,+0.89%,+4.27%,,,,,0.88
india,momentum_quality_pe60,3,63,base,"100,000.00","157,938.99",+57.94%,+10.93%,+16.82%,+8.82%,+1.807,+2.627,+2.158,+99.78%,+99.78%,-7.79%,+69.81%,+13.82%,+0.354,+43.80%,+24.97%,53,34,+8.14%,+10.93%,+96.95%,-58.96%,+3.872,+10.93%,37,16,32,+59.38%,+11.31%,21,+85.71%,+10.36%,"1,238.94","1,117.92",79.41,33.20,1.12,6.18,1.12,+1.24%,+2.14%,,,,,1.807
india,momentum_quality_pe60,5,63,base,"100,000.00","176,149.26",+76.15%,+9.11%,+12.23%,+10.48%,+1.153,+1.653,+0.480,+99.37%,+99.37%,-25.44%,+62.35%,+9.32%,+0.361,+42.79%,+46.94%,85,51,+8.14%,+9.17%,+109.90%,-58.96%,+2.595,+9.17%,53,32,52,+48.08%,+4.01%,22,+86.36%,+11.94%,"1,937.66","1,747.41",125.20,51.90,1.75,9.66,1.75,+1.94%,+2.54%,11,+81.82%,+27.98%,,1.153
india,nifty_momentum,2,126,base,"100,000.00","92,664.84",-7.34%,-1.93%,-3.77%,+26.20%,-0.015,-0.020,-0.125,+49.16%,+49.16%,-30.21%,+52.50%,-1.25%,+1.168,+97.80%,-0.24%,40,35,+1.18%,-1.45%,+71.60%,-61.48%,+0.861,-1.45%,21,18,20,+40.00%,-13.35%,10,+70.00%,+19.80%,839.80,754.62,57.08,22.41,0.75,4.17,0.75,+0.84%,-11.45%,10,+60.00%,+1.09%,,-0.015
india,nifty_momentum,3,126,base,"100,000.00","216,343.37",+116.34%,+19.39%,+30.01%,+17.44%,+1.593,+2.271,+1.770,+99.56%,+99.56%,-16.95%,+71.67%,+24.36%,+0.707,+99.19%,+24.97%,60,48,+14.09%,+19.39%,+177.06%,-41.36%,+4.413,+19.39%,43,17,40,+65.00%,+21.13%,19,+89.47%,+17.27%,"1,455.27","1,316.38",89.89,39.10,1.32,7.27,1.32,+1.46%,+1.25%,1,+0.00%,-9.83%,,1.593
india,nifty_momentum,5,126,base,"100,000.00","238,458.04",+138.46%,+13.89%,+19.37%,+17.34%,+1.109,+1.507,+0.595,+99.13%,+99.13%,-32.54%,+58.00%,+13.59%,+0.737,+99.76%,+46.94%,100,82,+6.34%,+13.98%,+177.77%,-81.96%,+2.296,+13.98%,58,42,60,+53.33%,+12.86%,20,+65.00%,+7.76%,"2,360.03","2,131.40",149.29,63.30,2.13,11.78,2.13,+2.36%,+1.70%,20,+65.00%,+23.58%,,1.109
india,nov_apr_trend,2,63,base,"100,000.00","90,818.89",-9.18%,-1.03%,-4.75%,+9.68%,-0.454,-0.595,-0.326,+25.96%,+25.96%,-14.57%,+28.12%,-4.63%,+0.466,+48.40%,-0.24%,96,41,-2.60%,-0.76%,+23.27%,-12.72%,+0.664,-0.76%,27,69,45,+15.56%,-2.11%,34,+35.29%,+0.69%,"1,979.85","1,779.59",134.01,52.85,1.78,9.83,1.78,+1.98%,-21.56%,17,+47.06%,-0.10%,,-0.454
india,nov_apr_trend,3,63,base,"100,000.00","112,149.72",+12.15%,+0.98%,+3.98%,+8.27%,+0.513,+0.711,+0.331,+80.77%,+80.77%,-12.00%,+33.87%,+1.24%,+0.356,+48.80%,+24.97%,124,47,-1.93%,+0.96%,+73.73%,-12.72%,+1.357,+0.96%,42,82,73,+30.14%,+1.33%,34,+35.29%,+0.69%,"2,759.13","2,481.74",185.01,73.71,2.48,13.71,2.48,+2.76%,+22.71%,17,+47.06%,-0.10%,,0.513
india,nov_apr_trend,5,63,base,"100,000.00","115,697.68",+15.70%,+0.74%,+3.01%,+9.28%,+0.367,+0.494,+0.186,+78.90%,+78.90%,-16.21%,+32.42%,+0.20%,+0.364,+49.04%,+46.94%,219,69,-1.94%,+0.69%,+73.73%,-13.52%,+1.263,+0.69%,71,148,142,+26.06%,+0.38%,36,+33.33%,+0.41%,"4,745.91","4,268.41",318.60,126.77,4.27,23.59,4.27,+4.75%,+30.23%,41,+53.66%,+1.99%,,0.367
india,obv_flow_trend,2,63,base,"100,000.00","85,219.13",-14.78%,-1.59%,-7.76%,+22.48%,-0.247,-0.335,-0.271,+36.42%,+36.42%,-28.66%,+41.90%,-6.18%,+1.127,+99.80%,-0.24%,105,77,-2.76%,-0.97%,+49.80%,-48.62%,+0.780,-0.97%,44,61,64,+37.50%,-2.33%,33,+57.58%,+2.81%,"2,047.00","1,839.59",138.92,54.64,1.84,10.17,1.84,+2.05%,-13.85%,8,+12.50%,-5.67%,,-0.247
india,obv_flow_trend,3,63,base,"100,000.00","169,499.19",+69.50%,+4.58%,+19.66%,+18.16%,+1.080,+1.545,+0.959,+96.49%,+96.49%,-20.49%,+51.32%,+13.20%,+0.853,+99.87%,+24.97%,152,92,+0.35%,+4.60%,+98.38%,-32.85%,+1.923,+4.60%,78,74,105,+50.48%,+5.34%,36,+58.33%,+2.97%,"3,450.21","3,106.99",227.55,92.28,3.11,17.17,3.11,+3.45%,+4.96%,11,+36.36%,+2.77%,,1.08
india,obv_flow_trend,5,63,base,"100,000.00","189,969.84",+89.97%,+3.63%,+13.97%,+17.83%,+0.823,+1.141,+0.560,+96.34%,+96.34%,-24.93%,+50.40%,+6.95%,+0.904,+99.92%,+46.94%,250,112,+0.08%,+3.69%,+139.62%,-63.99%,+1.699,+3.69%,126,124,173,+46.82%,+3.34%,50,+56.00%,+3.45%,"5,599.76","5,041.18",370.92,149.72,5.04,27.86,5.04,+5.60%,+6.22%,27,+62.96%,+6.36%,,0.823
india,pre_holiday_trend,2,10,base,"100,000.00","102,753.94",+2.75%,+0.30%,+1.38%,+3.17%,+0.448,+0.769,+0.581,+74.56%,+74.56%,-2.38%,+52.17%,+1.40%,+0.042,+3.92%,-0.24%,92,47,+0.14%,+0.30%,+8.90%,-4.03%,+1.409,+0.30%,48,44,10,+90.00%,+2.02%,62,+58.06%,+0.53%,"2,038.94","1,833.53",137.16,54.46,1.83,10.13,1.83,+2.04%,+74.04%,20,+15.00%,-1.26%,,0.448
india,pre_holiday_trend,3,10,base,"100,000.00","100,051.72",+0.05%,+0.00%,+0.02%,+3.16%,+0.021,+0.033,+0.003,+51.46%,+51.46%,-5.69%,+47.40%,-0.29%,+0.042,+5.34%,+24.97%,192,52,-0.11%,+0.00%,+8.90%,-7.78%,+1.004,+0.00%,91,101,110,+47.27%,-0.06%,62,+58.06%,+0.53%,"4,206.58","3,782.41",283.36,112.34,3.78,20.90,3.78,+4.21%,+8133.25%,20,+15.00%,-1.26%,,0.021
india,pre_holiday_trend,5,10,base,"100,000.00","95,401.84",-4.60%,-0.17%,-0.95%,+2.97%,-0.309,-0.440,-0.083,+25.11%,+25.11%,-11.50%,+45.55%,-1.18%,+0.031,+4.81%,+46.94%,292,67,-0.26%,-0.16%,+8.90%,-8.00%,+0.808,-0.16%,133,159,180,+44.44%,-0.32%,62,+58.06%,+0.53%,"6,160.16","5,538.69",415.28,164.50,5.54,30.61,5.54,+6.16%,-133.97%,50,+34.00%,-0.44%,,-0.309
india,quality_lowbeta,2,126,base,"100,000.00","111,078.85",+11.08%,+2.93%,+5.45%,+15.16%,+0.426,+0.580,+0.232,+72.39%,+72.39%,-23.45%,+42.50%,+6.13%,+0.692,+93.74%,-0.24%,40,21,-3.57%,+2.63%,+93.86%,-38.53%,+1.368,+2.63%,17,23,20,+20.00%,-10.86%,20,+65.00%,+16.12%,853.46,768.15,56.72,22.81,0.77,4.24,0.77,+0.85%,+7.70%,,,,,0.426
india,quality_lowbeta,3,126,base,"100,000.00","184,209.68",+84.21%,+14.03%,+23.09%,+10.84%,+1.972,+3.055,+2.117,+99.96%,+99.96%,-10.91%,+60.00%,+18.73%,+0.496,+96.37%,+24.97%,60,25,+10.06%,+14.03%,+92.63%,-23.35%,+4.130,+14.03%,36,24,40,+57.50%,+12.61%,14,+64.29%,+11.68%,"1,421.91","1,284.21",89.89,38.14,1.28,7.10,1.28,+1.42%,+1.69%,6,+66.67%,+29.06%,,1.972
india,quality_lowbeta,5,126,base,"100,000.00","247,813.82",+147.81%,+14.78%,+20.31%,+12.35%,+1.559,+2.269,+1.182,+99.96%,+99.96%,-17.18%,+69.00%,+15.69%,+0.532,+97.79%,+46.94%,100,46,+6.10%,+14.78%,+140.25%,-34.07%,+4.943,+14.78%,69,31,62,+64.52%,+13.88%,12,+91.67%,+14.97%,"2,377.60","2,147.82",149.82,63.79,2.15,11.87,2.15,+2.38%,+1.61%,26,+69.23%,+16.85%,,1.559
india,quality_lowvol,2,126,base,"100,000.00","90,872.20",-9.13%,-2.56%,-4.72%,+15.23%,-0.241,-0.312,-0.219,+36.67%,+36.67%,-21.57%,+40.00%,-4.12%,+0.732,+93.76%,-0.24%,40,24,-3.08%,-0.94%,+93.86%,-65.15%,+0.748,-0.94%,16,23,20,+20.00%,-12.10%,20,+60.00%,+10.21%,783.91,704.25,53.44,20.92,0.70,3.89,0.70,+0.78%,-8.59%,,,,,-0.241
india,quality_lowvol,3,126,base,"100,000.00","151,558.40",+51.56%,+8.59%,+15.19%,+11.54%,+1.283,+1.838,+0.989,+98.43%,+98.43%,-15.36%,+58.33%,+10.36%,+0.585,+96.39%,+24.97%,60,28,+7.32%,+8.59%,+74.93%,-27.80%,+2.768,+8.59%,35,25,40,+55.00%,+7.06%,14,+71.43%,+10.44%,"1,388.01","1,251.52",89.89,37.17,1.25,6.92,1.25,+1.39%,+2.69%,6,+50.00%,+14.48%,,1.283
india,quality_lowvol,5,126,base,"100,000.00","164,041.43",+64.04%,+6.41%,+10.61%,+12.45%,+0.873,+1.210,+0.603,+97.12%,+97.12%,-17.60%,+63.00%,+5.58%,+0.617,+97.79%,+46.94%,100,40,+5.06%,+6.47%,+80.31%,-34.07%,+2.319,+6.47%,63,37,62,+62.90%,+6.89%,12,+75.00%,+8.91%,"2,288.00","2,061.61",149.65,61.23,2.06,11.39,2.06,+2.29%,+3.57%,26,+57.69%,+4.34%,,0.873
india,quality_stability,2,126,base,"100,000.00","109,228.25",+9.23%,+2.65%,+4.56%,+18.58%,+0.333,+0.462,+0.157,+67.96%,+67.96%,-29.05%,+47.37%,+5.71%,+0.856,+88.32%,-0.24%,38,31,-1.65%,+3.19%,+64.66%,-38.53%,+1.352,+3.19%,18,20,20,+20.00%,-7.88%,18,+77.78%,+15.50%,783.66,705.26,52.14,20.95,0.71,3.90,0.71,+0.78%,+8.49%,,,,,0.333
india,quality_stability,3,126,base,"100,000.00","184,234.61",+84.23%,+14.78%,+23.10%,+14.31%,+1.524,+2.195,+1.539,+99.31%,+99.31%,-15.00%,+64.91%,+17.23%,+0.700,+91.35%,+24.97%,57,40,+9.31%,+14.78%,+112.96%,-35.44%,+4.978,+14.78%,37,20,40,+62.50%,+14.48%,13,+61.54%,+11.27%,"1,355.21","1,224.24",85.40,36.36,1.22,6.77,1.22,+1.36%,+1.61%,4,+100.00%,+29.18%,,1.524
india,quality_stability,5,126,base,"100,000.00","226,211.81",+126.21%,+13.57%,+18.09%,+14.08%,+1.252,+1.766,+1.219,+99.63%,+99.63%,-14.84%,+64.52%,+12.60%,+0.654,+91.35%,+46.94%,93,54,+7.31%,+13.57%,+172.87%,-35.44%,+3.519,+13.57%,60,33,59,+61.02%,+12.41%,14,+64.29%,+11.24%,"2,199.48","1,986.21",139.33,58.99,1.99,10.98,1.99,+2.20%,+1.74%,20,+75.00%,+18.64%,,1.252
india,quality_value,2,126,base,"100,000.00","137,455.61",+37.46%,+17.03%,+17.43%,+14.46%,+1.183,+1.716,+1.143,+95.01%,+95.01%,-15.24%,+59.09%,+18.19%,+0.542,+48.88%,-0.24%,22,20,+15.38%,+17.03%,+116.41%,-59.28%,+2.909,+17.03%,13,9,7,+14.29%,-16.86%,14,+78.57%,+31.29%,528.20,477.46,32.96,14.18,0.48,2.64,0.48,+0.53%,+1.41%,1,+100.00%,+54.44%,,1.183
india,quality_value,3,126,base,"100,000.00","217,051.40",+117.05%,+30.80%,+30.15%,+14.12%,+1.938,+2.885,+2.808,+99.92%,+99.92%,-10.74%,+73.68%,+25.75%,+0.526,+60.32%,+24.97%,38,29,+30.16%,+30.80%,+116.41%,-59.28%,+6.464,+30.80%,28,10,23,+69.57%,+29.70%,13,+84.62%,+33.72%,966.70,877.12,56.93,26.05,0.88,4.85,0.88,+0.97%,+0.83%,2,+50.00%,+24.58%,,1.938
india,quality_value,5,126,base,"100,000.00","274,194.11",+174.19%,+24.19%,+22.81%,+14.60%,+1.481,+2.089,+1.181,+99.91%,+99.91%,-19.32%,+70.83%,+17.75%,+0.600,+71.03%,+46.94%,72,48,+19.38%,+24.19%,+142.05%,-59.28%,+4.899,+24.19%,51,21,45,+66.67%,+21.52%,13,+84.62%,+33.72%,"1,782.23","1,614.27",107.87,47.94,1.61,8.92,1.61,+1.78%,+1.02%,14,+71.43%,+23.93%,,1.481
india,seasonal_strong_trend,2,63,base,"100,000.00","110,851.41",+10.85%,+1.35%,+5.34%,+6.87%,+0.792,+1.162,+0.828,+86.39%,+86.39%,-6.45%,+59.76%,+5.41%,+0.231,+33.20%,-0.24%,82,39,+1.55%,+1.38%,+17.20%,-11.94%,+2.004,+1.38%,49,33,39,+46.15%,-0.46%,38,+71.05%,+2.98%,"1,802.48","1,621.46",120.66,48.16,1.62,8.96,1.62,+1.80%,+16.61%,5,+80.00%,+3.57%,,0.792
india,seasonal_strong_trend,3,63,base,"100,000.00","126,936.29",+26.94%,+2.29%,+8.45%,+5.91%,+1.402,+2.169,+1.460,+99.08%,+99.08%,-5.79%,+60.17%,+7.06%,+0.173,+33.42%,+24.97%,118,43,+1.75%,+2.29%,+37.44%,-12.39%,+2.710,+2.29%,71,47,75,+53.33%,+1.85%,38,+71.05%,+2.98%,"2,645.92","2,380.94",176.35,70.71,2.38,13.16,2.38,+2.65%,+9.82%,5,+80.00%,+3.57%,,1.402
india,seasonal_strong_trend,5,63,base,"100,000.00","152,932.27",+52.93%,+2.69%,+9.04%,+6.52%,+1.361,+2.000,+1.036,+99.79%,+99.79%,-8.73%,+59.09%,+7.72%,+0.162,+33.28%,+46.94%,198,65,+1.84%,+2.70%,+49.07%,-14.56%,+2.881,+2.70%,117,81,139,+53.24%,+2.49%,52,+73.08%,+3.32%,"4,430.38","3,987.21",294.74,118.42,3.99,22.03,3.99,+4.43%,+8.37%,7,+71.43%,+2.24%,,1.361
india,tom_window_trend,2,21,base,"100,000.00","100,014.29",+0.01%,+0.00%,+0.01%,+5.03%,+0.027,+0.035,+0.001,+51.49%,+51.49%,-5.74%,+49.43%,+0.07%,+0.082,+19.70%,-0.24%,265,57,-0.01%,-0.00%,+14.30%,-8.07%,+1.001,-0.00%,131,134,115,+45.22%,-0.27%,96,+54.17%,+0.25%,"5,737.95","5,159.37",386.52,153.23,5.16,28.51,5.16,+5.74%,+40144.74%,54,+50.00%,+0.14%,,0.027
india,tom_window_trend,3,21,base,"100,000.00","96,394.56",-3.61%,-0.10%,-1.24%,+5.29%,-0.210,-0.276,-0.100,+35.88%,+35.88%,-12.41%,+47.83%,-2.11%,+0.121,+19.77%,+24.97%,391,62,-0.09%,-0.09%,+14.30%,-8.89%,+0.916,-0.09%,187,204,241,+44.81%,-0.28%,96,+54.17%,+0.25%,"8,328.97","7,488.88",561.31,222.42,7.49,41.38,7.49,+8.33%,-231.01%,54,+50.00%,+0.14%,,-0.21
india,tom_window_trend,5,21,base,"100,000.00","88,080.87",-11.92%,-0.20%,-2.55%,+5.34%,-0.457,-0.600,-0.142,+15.31%,+15.31%,-17.95%,+45.13%,-3.29%,+0.103,+19.64%,+46.94%,647,81,-0.23%,-0.13%,+23.13%,-9.13%,+0.836,-0.13%,292,342,395,+45.57%,-0.05%,132,+46.97%,-0.09%,"13,154.46","11,827.23",886.95,351.27,11.83,65.36,11.83,+13.15%,-110.36%,120,+41.67%,-0.44%,,-0.457
india,value_momentum_harness,2,126,base,"100,000.00","132,977.17",+32.98%,+32.98%,+15.48%,+9.10%,+1.628,+2.563,+2.688,+98.94%,+98.94%,-5.76%,+80.00%,+15.77%,+0.218,+23.02%,-0.24%,10,10,+23.52%,+32.98%,+85.98%,-20.95%,+13.570,+32.98%,8,2,1,+0.00%,-20.95%,7,+100.00%,+45.47%,256.65,233.00,14.98,6.92,0.23,1.29,0.23,+0.26%,+0.78%,2,+50.00%,+16.20%,,1.628
india,value_momentum_harness,3,126,base,"100,000.00","184,769.84",+84.77%,+40.37%,+23.22%,+11.06%,+1.944,+3.026,+2.668,+99.94%,+99.94%,-8.70%,+85.71%,+20.70%,+0.317,+34.34%,+24.97%,21,17,+37.69%,+40.37%,+85.98%,-20.95%,+26.552,+40.37%,18,3,12,+83.33%,+41.41%,7,+100.00%,+45.47%,555.08,504.83,31.46,14.99,0.50,2.79,0.50,+0.56%,+0.65%,2,+50.00%,+16.20%,,1.944
india,value_momentum_harness,5,126,base,"100,000.00","231,456.14",+131.46%,+27.39%,+18.64%,+11.99%,+1.486,+2.173,+1.136,+99.93%,+99.93%,-16.41%,+77.08%,+15.21%,+0.416,+48.28%,+46.94%,48,30,+23.07%,+27.39%,+113.74%,-35.20%,+8.770,+27.39%,37,11,29,+65.52%,+20.70%,10,+100.00%,+33.05%,"1,204.07","1,091.52",71.91,32.42,1.09,6.03,1.09,+1.20%,+0.92%,9,+88.89%,+42.64%,,1.486
india,value_rank,2,126,base,"100,000.00","141,942.53",+41.94%,+38.13%,+19.35%,+10.43%,+1.748,+2.745,+2.915,+99.30%,+99.30%,-6.64%,+90.91%,+19.71%,+0.322,+25.36%,-0.24%,11,11,+22.84%,+38.13%,+136.38%,-20.95%,+21.018,+38.13%,10,1,2,+50.00%,-1.34%,9,+100.00%,+46.90%,288.20,261.97,16.48,7.78,0.26,1.45,0.26,+0.29%,+0.69%,,,,,1.748
india,value_rank,3,126,base,"100,000.00","204,518.03",+104.52%,+45.44%,+27.55%,+11.73%,+2.133,+3.307,+3.078,+99.98%,+99.98%,-8.95%,+91.30%,+24.28%,+0.388,+37.63%,+24.97%,23,18,+37.35%,+45.44%,+136.38%,-20.95%,+38.470,+45.44%,21,2,14,+85.71%,+44.51%,9,+100.00%,+46.90%,620.07,564.59,34.46,16.77,0.56,3.12,0.56,+0.62%,+0.59%,,,,,2.133
india,value_rank,5,126,base,"100,000.00","262,084.80",+162.08%,+31.78%,+21.69%,+12.16%,+1.675,+2.478,+1.291,+99.98%,+99.98%,-16.80%,+82.35%,+17.87%,+0.446,+51.28%,+46.94%,51,32,+23.51%,+31.78%,+136.38%,-35.20%,+11.856,+31.78%,42,9,32,+75.00%,+23.49%,9,+100.00%,+46.90%,"1,302.59","1,182.18",76.41,35.11,1.18,6.53,1.18,+1.30%,+0.80%,10,+90.00%,+44.71%,,1.675
india,vcp_breakout,2,250,base,"100,000.00","101,086.80",+1.09%,+0.11%,+0.55%,+20.91%,+0.131,+0.178,+0.020,+57.29%,+57.29%,-27.97%,+32.46%,+2.13%,+0.853,+89.96%,-0.24%,114,92,-5.17%,-0.10%,+119.66%,-28.89%,+1.017,-0.10%,37,73,65,+27.69%,-0.30%,42,+42.86%,+2.37%,"2,141.95","1,926.04",144.21,57.20,1.93,10.64,1.93,+2.14%,+197.09%,7,+14.29%,-13.16%,,0.131
india,vcp_breakout,3,250,base,"100,000.00","150,387.65",+50.39%,+3.25%,+14.89%,+16.89%,+0.907,+1.247,+0.672,+93.57%,+93.57%,-22.14%,+42.58%,+9.73%,+0.712,+92.32%,+24.97%,155,119,-2.93%,+3.25%,+124.95%,-28.89%,+1.574,+3.25%,66,89,105,+42.86%,+4.91%,42,+47.62%,+2.27%,"3,499.71","3,150.21",232.22,93.56,3.15,17.41,3.15,+3.50%,+6.95%,8,+12.50%,-13.38%,,0.907
india,vcp_breakout,5,250,base,"100,000.00","164,163.50",+64.16%,+2.49%,+10.63%,+16.20%,+0.705,+0.967,+0.349,+93.80%,+93.80%,-30.41%,+35.38%,+5.47%,+0.692,+93.77%,+46.94%,260,183,-4.83%,+2.46%,+176.26%,-28.89%,+1.408,+2.46%,92,168,172,+33.72%,+3.43%,61,+44.26%,+1.69%,"5,808.96","5,227.54",386.82,155.26,5.23,28.89,5.23,+5.81%,+9.05%,27,+25.93%,-2.04%,,0.705
india,vol_expansion_breakout,2,250,base,"100,000.00","75,277.12",-24.72%,-2.56%,-13.36%,+18.03%,-0.705,-0.905,-0.375,+15.79%,+15.79%,-35.66%,+30.09%,-12.42%,+0.753,+95.28%,-0.24%,113,101,-4.81%,-2.46%,+58.98%,-27.55%,+0.606,-2.46%,34,79,66,+18.18%,-5.00%,34,+47.06%,+1.44%,"2,123.61","1,907.81",144.78,56.66,1.91,10.54,1.91,+2.12%,-8.59%,13,+46.15%,+0.21%,,-0.705
india,vol_expansion_breakout,3,250,base,"100,000.00","119,036.05",+19.04%,+1.29%,+6.11%,+16.57%,+0.441,+0.594,+0.182,+77.26%,+77.26%,-33.57%,+37.84%,+1.53%,+0.684,+96.79%,+24.97%,148,132,-3.05%,+1.34%,+112.22%,-27.55%,+1.217,+1.34%,56,92,99,+35.35%,+1.91%,35,+45.71%,+1.22%,"3,306.03","2,973.95",221.37,88.33,2.97,16.43,2.97,+3.31%,+17.37%,14,+35.71%,-2.43%,,0.441
india,vol_expansion_breakout,5,250,base,"100,000.00","167,857.69",+67.86%,+3.01%,+11.13%,+18.32%,+0.668,+0.889,+0.334,+92.59%,+92.59%,-33.29%,+39.66%,+6.40%,+0.687,+96.13%,+46.94%,237,188,-2.28%,+3.27%,+181.63%,-29.50%,+1.505,+3.27%,94,142,153,+36.60%,+2.56%,50,+44.00%,+0.42%,"5,080.64","4,572.91",337.50,135.82,4.57,25.27,4.57,+5.08%,+7.49%,34,+47.06%,+10.69%,,0.668
india,vol_target_lowvol,2,63,base,"100,000.00","88,597.70",-11.40%,-1.60%,-5.93%,+10.50%,-0.529,-0.701,-0.269,+22.71%,+22.71%,-22.08%,+41.25%,-5.72%,+0.442,+79.82%,-0.24%,80,41,-0.47%,-1.93%,+23.31%,-23.66%,+0.685,-1.93%,33,44,50,+32.00%,-3.38%,30,+56.67%,+0.50%,"1,573.75","1,414.30",106.81,42.00,1.41,7.82,1.41,+1.57%,-13.80%,,,,,-0.529
india,vol_target_lowvol,3,63,base,"100,000.00","120,927.21",+20.93%,+1.74%,+6.68%,+9.34%,+0.739,+1.091,+0.403,+89.89%,+89.89%,-16.57%,+51.67%,+3.88%,+0.365,+79.53%,+24.97%,120,62,+0.34%,+1.74%,+127.29%,-23.66%,+1.445,+1.74%,62,58,90,+50.00%,+2.35%,30,+56.67%,-0.09%,"2,690.67","2,420.77",179.79,71.90,2.42,13.38,2.42,+2.69%,+12.86%,,,,,0.739
india,vol_target_lowvol,5,63,base,"100,000.00","161,474.08",+61.47%,+3.10%,+10.25%,+8.85%,+1.147,+1.677,+0.590,+99.41%,+99.41%,-17.38%,+53.50%,+7.52%,+0.331,+83.61%,+46.94%,200,84,+0.42%,+3.12%,+127.29%,-23.66%,+1.888,+3.12%,107,93,150,+46.67%,+2.33%,40,+67.50%,+3.21%,"4,478.69","4,031.23",297.40,119.73,4.03,22.28,4.03,+4.48%,+7.29%,10,+100.00%,+14.56%,,1.147
india,volume_surge,2,21,base,"100,000.00","89,238.69",-10.76%,-0.50%,-5.59%,+21.59%,-0.158,-0.209,-0.196,+41.20%,+41.20%,-28.52%,+44.78%,-4.06%,+0.991,+99.66%,-0.24%,230,177,-0.98%,-0.46%,+63.53%,-40.68%,+0.898,-0.46%,103,126,120,+37.50%,-2.49%,80,+46.25%,-0.77%,"4,730.21","4,252.51",319.39,126.30,4.25,23.50,4.25,+4.73%,-43.96%,30,+70.00%,+8.46%,,-0.158
india,volume_surge,3,21,base,"100,000.00","161,687.83",+61.69%,+1.81%,+17.75%,+16.21%,+1.090,+1.538,+0.940,+96.60%,+96.60%,-18.89%,+54.41%,+12.76%,+0.668,+99.77%,+24.97%,340,236,+1.17%,+1.81%,+63.53%,-40.68%,+1.485,+1.81%,185,155,230,+55.22%,+1.87%,80,+46.25%,-0.84%,"7,626.06","6,861.25",509.40,203.78,6.86,37.92,6.86,+7.63%,+12.36%,30,+70.00%,+8.46%,,1.09
india,volume_surge,5,21,base,"100,000.00","195,379.84",+95.38%,+1.35%,+14.62%,+18.78%,+0.821,+1.180,+0.584,+96.57%,+96.57%,-25.03%,+52.11%,+9.33%,+0.737,+99.74%,+46.94%,570,283,+0.35%,+1.37%,+54.96%,-70.89%,+1.341,+1.37%,297,272,380,+52.37%,+1.24%,110,+46.36%,+1.18%,"12,559.18","11,297.89",840.72,335.55,11.30,62.43,11.30,+12.56%,+16.58%,80,+58.75%,+2.24%,,0.821
us,cmf_flow_factor,2,63,base,"100,000.00","172,603.41",+72.60%,+9.08%,+31.67%,+19.10%,+1.537,+2.397,+1.955,+98.57%,+98.57%,-16.20%,+57.50%,+15.16%,+0.721,+99.80%,+47.92%,80,74,+2.81%,+9.08%,+152.91%,-37.63%,+3.070,+9.08%,46,34,70,+60.00%,+10.54%,,,,167.26,,,,,,,+0.17%,+0.23%,10,+40.00%,-1.17%,167.26,1.537
us,cmf_flow_factor,3,63,base,"100,000.00","123,813.33",+23.81%,+2.01%,+7.44%,+16.57%,+0.516,+0.734,+0.406,+81.24%,+81.24%,-18.31%,+50.00%,-3.32%,+0.578,+99.87%,+78.49%,120,103,+0.18%,+2.06%,+71.46%,-57.87%,+1.400,+2.06%,60,60,110,+49.09%,+1.46%,,,,239.58,,,,,,,+0.24%,+1.01%,10,+60.00%,+8.75%,239.58,0.516
us,cmf_flow_factor,5,63,base,"100,000.00","212,876.48",+112.88%,+5.65%,+16.42%,+19.37%,+0.882,+1.255,+0.808,+97.41%,+97.41%,-20.34%,+52.50%,+7.38%,+0.720,+99.92%,+84.89%,200,161,+1.16%,+5.63%,+179.88%,-57.73%,+1.983,+5.63%,105,95,150,+50.67%,+6.83%,30,+53.33%,+2.51%,411.10,,,,,,,+0.41%,+0.36%,20,+65.00%,+1.35%,411.10,0.882
