effective_date,symbol
2017-03-31,DBCORP.NS
2017-03-31,DHFL.NS
2017-03-31,DIACABS.NS
2017-03-31,DISHTV.NS
2017-03-31,DIVISLAB.NS
2017-03-31,DLF.NS
2017-03-31,EMAMILTD.NS
2017-03-31,ENDURANCE.NS
2017-03-31,ENGINERSIN.NS
2017-03-31,EXIDEIND.NS
2017-03-31,FEDERALBNK.NS
2017-03-31,FINCABLES.NS
2017-03-31,FORTIS.NS
2017-03-31,FRETAIL.NS
2017-03-31,GET&D.NS
2017-03-31,GILLETTE.NS
2017-03-31,GLAXO.NS
2017-03-31,GMRAIRPORT.NS
2017-03-31,GMRINFRA.NS
2017-03-31,GODREJIND.NS
2017-03-31,GODREJPROP.NS
2017-03-31,GPPL.NS
2017-03-31,GSPL.NS
2017-03-31,GUJGASLTD.NS
2017-03-31,GVT&D.NS
2017-03-31,HATSUN.NS
2017-03-31,HONAUT.NS
2017-03-31,IDEA.NS
2017-03-31,IDFC.NS
2017-03-31,IDFCFIRSTB.NS
2017-03-31,IGL.NS
2017-03-31,INDHOTEL.NS
2017-03-31,IPCALAB.NS
2017-03-31,IRB.NS
2017-03-31,JINDALSTEL.NS
2017-03-31,JSWDULUX.NS
2017-03-31,JSWENERGY.NS
2017-03-31,JUBLPHARMA.NS
2017-03-31,JYOTHYLAB.NS
2017-03-31,KAJARIACER.NS
2017-03-31,KANSAINER.NS
2017-03-31,KRBL.NS
2017-03-31,L&TFH.NS
2017-03-31,LALPATHLAB.NS
2017-03-31,LIQUIDBEES.NS
2017-03-31,LTF.NS
2017-03-31,LTIM.NS
2017-03-31,LTTS.NS
2017-03-31,M&MFIN.NS
2017-03-31,MAHABANK.NS
2017-03-31,MAHINDCIE.NS
2017-03-31,MANAPPURAM.NS
2017-03-31,MFSL.NS
2017-03-31,MGL.NS
2017-03-31,MOTILALOFS.NS
2017-03-31,MPHASIS.NS
2017-03-31,MRF.NS
2017-03-31,MRPL.NS
2017-03-31,MUTHOOTFIN.NS
2017-03-31,NATCOPHARM.NS
2017-03-31,NATIONALUM.NS
2017-03-31,NAUKRI.NS
2017-03-31,NBCC.NS
2017-03-31,NH.NS
2017-03-31,NLCINDIA.NS
2017-03-31,OBEROIRLTY.NS
2017-03-31,OIL.NS
2017-03-31,PAGEIND.NS
2017-03-31,PCJEWELLER.NS
2017-03-31,PEL.NS
2017-03-31,PFIZER.NS
2017-03-31,PGHH.NS
2017-03-31,PIIND.NS
2017-03-31,PNBHOUSING.NS
2017-03-31,PRESTIGE.NS
2017-03-31,RAJESHEXPO.NS
2017-03-31,RAMCOCEM.NS
2017-03-31,RBLBANK.NS
2017-03-31,RCOM.NS
2017-03-31,RELCAPITAL.NS
2017-03-31,RELINFRA.NS
2017-03-31,RPOWER.NS
2017-03-31,SAIL.NS
2017-03-31,SCHAEFFLER.NS
2017-03-31,SHRIRAMFIN.NS
2017-03-31,SIEMENS.NS
